Electricity_Source,ES_Multiplier,Application_Name,Learning_Method,LM_Multiplier,Model_Used,Model_Multiplier,Dataset_Size,Dataset_Size_Category,Dataset_Size_Numeric,Dataset_Size_Multiplier,Data_Type,Data_Type_Multiplier,Dataset_Type,Dataset_Type_Multiplier,GPU_Used,GPU_Multiplier,Training_Time,Power_Consumption,Carbon_Emission,Carbon_Footprint
Coal,2.5,Image Classification,Reinforcement,2.0,Naive Bayes,1.1,50,Medium,10.0,1.0,Image,1.5,Structured,1.0,TPU_v4,0.6,6.6000000000000005,3.96,9.9,1
Coal,2.5,Video Processing,Reinforcement,2.0,Random Forest,1.5,80,Large,100.0,1.2,Audio,1.8,Unstructured,1.5,Tesla_T4,1.1,11.781818181818185,12.960000000000004,32.40000000000001,1
Nuclear,1.0,Autonomous Driving,Supervised,1.2,Decision Tree,1.2,20,Medium,10.0,1.0,Numeric,0.8,Structured,1.0,A100,0.8,1.152,0.9216,0.9216,0
Solar,0.5,Speech Recognition,Supervised,1.2,RNN,1.6,70,Large,100.0,1.2,Audio,1.8,Structured,1.0,Tesla_T4,1.1,5.026909090909091,5.5296,2.7648,0
Wind,0.3,Chatbot,Self-Supervised,1.8,Transformer,2.2,90,Medium,10.0,1.0,Video,2.0,Structured,1.0,A100,0.8,7.920000000000001,6.336000000000001,1.9008000000000005,0
Coal,2.5,Image Classification,Supervised,1.2,RNN,1.6,40,Large,100.0,1.2,Image,1.5,Structured,1.0,TPU_v4,0.6,7.6800000000000015,4.6080000000000005,11.52,1
Wind,0.3,Speech Recognition,Unsupervised,1.5,Random Forest,1.5,20,Large,100.0,1.2,Categorical,1.0,Structured,1.0,RTX_3090,1.2,3.0,3.6,1.0799999999999998,0
Wind,0.3,Image Classification,Reinforcement,2.0,Transformer,2.2,30,Small,1.0,0.8,Image,1.5,Structured,1.0,TPU_v3,0.7,18.85714285714286,13.200000000000005,3.960000000000001,0
Wind,0.3,Chatbot,Self-Supervised,1.8,RNN,1.6,100,Medium,10.0,1.0,Numeric,0.8,Structured,1.0,TPU_v4,0.6,4.608000000000001,2.7648000000000006,0.8294400000000002,0
Nuclear,1.0,Fraud Detection,Unsupervised,1.5,Decision Tree,1.2,100,Medium,10.0,1.0,Numeric,0.8,Unstructured,1.5,TPU_v4,0.6,4.319999999999999,2.592,2.592,0
Hydro,0.7,Fraud Detection,Supervised,1.2,Naive Bayes,1.1,40,Large,100.0,1.2,Numeric,0.8,Unstructured,1.5,Tesla_T4,1.1,2.304,2.5344,1.77408,0
Natural Gas,2.0,Autonomous Driving,Supervised,1.2,RNN,1.6,100,Medium,10.0,1.0,Video,2.0,Structured,1.0,Tesla_T4,1.1,4.1890909090909085,4.608,9.216,1
Natural Gas,2.0,Chatbot,Supervised,1.2,CNN,1.8,60,Medium,10.0,1.0,Audio,1.8,Structured,1.0,TPU_v3,0.7,6.665142857142858,4.6656,9.3312,1
Natural Gas,2.0,Video Processing,Supervised,1.2,RNN,1.6,90,Medium,10.0,1.0,Image,1.5,Unstructured,1.5,TPU_v4,0.6,5.760000000000001,3.4560000000000004,6.912000000000001,0
Solar,0.5,Fraud Detection,Unsupervised,1.5,Random Forest,1.5,60,Medium,10.0,1.0,Audio,1.8,Structured,1.0,V100,1.0,3.24,3.24,1.62,0
Hydro,0.7,Chatbot,Unsupervised,1.5,RNN,1.6,20,Medium,10.0,1.0,Categorical,1.0,Structured,1.0,A100,0.8,2.4000000000000004,1.9200000000000004,1.344,0
Natural Gas,2.0,Autonomous Driving,Unsupervised,1.5,Random Forest,1.5,90,Large,100.0,1.2,Categorical,1.0,Structured,1.0,TPU_v3,0.7,5.142857142857143,3.6,7.2,0
Nuclear,1.0,Autonomous Driving,Self-Supervised,1.8,CNN,1.8,60,Small,1.0,0.8,Categorical,1.0,Unstructured,1.5,TPU_v3,0.7,13.885714285714288,9.72,9.72,1
Wind,0.3,Image Classification,Supervised,1.2,CNN,1.8,50,Small,1.0,0.8,Video,2.0,Structured,1.0,Tesla_T4,1.1,7.8545454545454545,8.64,2.592,0
Solar,0.5,Autonomous Driving,Reinforcement,2.0,CNN,1.8,80,Large,100.0,1.2,Audio,1.8,Unstructured,1.5,Tesla_T4,1.1,14.13818181818182,15.552000000000003,7.776000000000002,0
Nuclear,1.0,Autonomous Driving,Unsupervised,1.5,Naive Bayes,1.1,10,Medium,10.0,1.0,Numeric,0.8,Structured,1.0,TPU_v3,0.7,1.5085714285714291,1.0560000000000005,1.0560000000000005,0
Hydro,0.7,Image Classification,Supervised,1.2,Naive Bayes,1.1,70,Medium,10.0,1.0,Categorical,1.0,Unstructured,1.5,V100,1.0,1.584,1.584,1.1088,0
Coal,2.5,Fraud Detection,Self-Supervised,1.8,Decision Tree,1.2,70,Medium,10.0,1.0,Numeric,0.8,Unstructured,1.5,TPU_v4,0.6,5.184000000000001,3.1104000000000007,7.776000000000002,0
Natural Gas,2.0,Fraud Detection,Reinforcement,2.0,Naive Bayes,1.1,10,Medium,10.0,1.0,Audio,1.8,Structured,1.0,Tesla_T4,1.1,4.32,4.752000000000001,9.504,1
Wind,0.3,Autonomous Driving,Unsupervised,1.5,Random Forest,1.5,30,Large,100.0,1.2,Image,1.5,Structured,1.0,TPU_v4,0.6,9.000000000000002,5.400000000000001,1.6200000000000003,0
Coal,2.5,Autonomous Driving,Reinforcement,2.0,Naive Bayes,1.1,50,Medium,10.0,1.0,Categorical,1.0,Structured,1.0,TPU_v3,0.7,3.771428571428572,2.64,6.6000000000000005,0
Nuclear,1.0,Chatbot,Reinforcement,2.0,CNN,1.8,90,Small,1.0,0.8,Categorical,1.0,Unstructured,1.5,RTX_3090,1.2,9.000000000000002,10.800000000000002,10.800000000000002,1
Wind,0.3,Video Processing,Supervised,1.2,Naive Bayes,1.1,30,Medium,10.0,1.0,Image,1.5,Structured,1.0,Tesla_T4,1.1,1.44,1.584,0.4752,0
Nuclear,1.0,Autonomous Driving,Unsupervised,1.5,Naive Bayes,1.1,80,Small,1.0,0.8,Image,1.5,Unstructured,1.5,TPU_v4,0.6,12.375000000000002,7.425000000000001,7.425000000000001,0
Hydro,0.7,Speech Recognition,Reinforcement,2.0,Random Forest,1.5,30,Small,1.0,0.8,Image,1.5,Unstructured,1.5,V100,1.0,13.5,13.5,9.45,1
Coal,2.5,Speech Recognition,Supervised,1.2,SVM,1.3,60,Medium,10.0,1.0,Numeric,0.8,Unstructured,1.5,RTX_3090,1.2,1.872,2.2464,5.616,0
Solar,0.5,Fraud Detection,Supervised,1.2,SVM,1.3,30,Medium,10.0,1.0,Image,1.5,Structured,1.0,Tesla_T4,1.1,2.5527272727272723,2.808,1.404,0
Wind,0.3,Chatbot,Self-Supervised,1.8,SVM,1.3,90,Medium,10.0,1.0,Categorical,1.0,Unstructured,1.5,TPU_v3,0.7,4.0114285714285725,2.8080000000000007,0.8424000000000001,0
Wind,0.3,Fraud Detection,Supervised,1.2,CNN,1.8,10,Medium,10.0,1.0,Audio,1.8,Structured,1.0,RTX_3090,1.2,2.5920000000000005,3.1104000000000007,0.9331200000000002,0
Wind,0.3,Chatbot,Supervised,1.2,Random Forest,1.5,90,Medium,10.0,1.0,Image,1.5,Unstructured,1.5,TPU_v4,0.6,5.4,3.24,0.972,0
Wind,0.3,Fraud Detection,Self-Supervised,1.8,Naive Bayes,1.1,90,Small,1.0,0.8,Audio,1.8,Unstructured,1.5,TPU_v3,0.7,15.274285714285718,10.692000000000002,3.2076000000000007,0
Coal,2.5,Video Processing,Self-Supervised,1.8,Naive Bayes,1.1,10,Medium,10.0,1.0,Audio,1.8,Unstructured,1.5,TPU_v3,0.7,9.16457142857143,6.4152000000000005,16.038,1
Hydro,0.7,Video Processing,Supervised,1.2,CNN,1.8,60,Small,1.0,0.8,Numeric,0.8,Unstructured,1.5,V100,1.0,5.184000000000001,5.184000000000001,3.628800000000001,0
Hydro,0.7,Image Classification,Self-Supervised,1.8,Naive Bayes,1.1,50,Large,100.0,1.2,Audio,1.8,Unstructured,1.5,RTX_3090,1.2,7.128000000000001,8.553600000000001,5.987520000000001,0
Hydro,0.7,Image Classification,Supervised,1.2,RNN,1.6,40,Medium,10.0,1.0,Image,1.5,Structured,1.0,TPU_v3,0.7,3.291428571428572,2.3040000000000003,1.6128,0
Nuclear,1.0,Image Classification,Reinforcement,2.0,Transformer,2.2,40,Medium,10.0,1.0,Image,1.5,Unstructured,1.5,A100,0.8,14.849999999999998,11.88,11.88,1
Hydro,0.7,Speech Recognition,Unsupervised,1.5,RNN,1.6,20,Medium,10.0,1.0,Image,1.5,Structured,1.0,RTX_3090,1.2,2.400000000000001,2.880000000000001,2.0160000000000005,0
Hydro,0.7,Speech Recognition,Reinforcement,2.0,Decision Tree,1.2,100,Large,100.0,1.2,Categorical,1.0,Structured,1.0,RTX_3090,1.2,3.2,3.84,2.688,0
Hydro,0.7,Chatbot,Unsupervised,1.5,Naive Bayes,1.1,30,Large,100.0,1.2,Image,1.5,Unstructured,1.5,V100,1.0,5.940000000000001,5.940000000000001,4.158,0
Natural Gas,2.0,Image Classification,Self-Supervised,1.8,Naive Bayes,1.1,90,Medium,10.0,1.0,Image,1.5,Unstructured,1.5,V100,1.0,3.5640000000000005,3.5640000000000005,7.128000000000001,0
Nuclear,1.0,Video Processing,Supervised,1.2,Transformer,2.2,20,Small,1.0,0.8,Categorical,1.0,Unstructured,1.5,A100,0.8,9.9,7.919999999999999,7.919999999999999,0
Nuclear,1.0,Fraud Detection,Unsupervised,1.5,Random Forest,1.5,20,Small,1.0,0.8,Audio,1.8,Structured,1.0,TPU_v3,0.7,11.571428571428571,8.1,8.1,0
Solar,0.5,Autonomous Driving,Unsupervised,1.5,SVM,1.3,80,Small,1.0,0.8,Numeric,0.8,Structured,1.0,A100,0.8,3.9,3.120000000000001,1.5600000000000005,0
Wind,0.3,Speech Recognition,Self-Supervised,1.8,Decision Tree,1.2,80,Medium,10.0,1.0,Video,2.0,Unstructured,1.5,V100,1.0,5.184000000000001,5.184000000000001,1.5552000000000004,0
Hydro,0.7,Speech Recognition,Unsupervised,1.5,Naive Bayes,1.1,60,Medium,10.0,1.0,Numeric,0.8,Structured,1.0,Tesla_T4,1.1,0.9600000000000002,1.0560000000000005,0.7392000000000002,0
Wind,0.3,Fraud Detection,Unsupervised,1.5,RNN,1.6,10,Small,1.0,0.8,Categorical,1.0,Unstructured,1.5,Tesla_T4,1.1,6.545454545454546,7.200000000000001,2.16,0
Hydro,0.7,Autonomous Driving,Unsupervised,1.5,Random Forest,1.5,30,Medium,10.0,1.0,Audio,1.8,Unstructured,1.5,V100,1.0,7.289999999999999,7.289999999999999,5.102999999999999,0
Nuclear,1.0,Fraud Detection,Unsupervised,1.5,Transformer,2.2,50,Medium,10.0,1.0,Numeric,0.8,Unstructured,1.5,TPU_v3,0.7,6.78857142857143,4.752000000000001,4.752000000000001,0
Hydro,0.7,Autonomous Driving,Self-Supervised,1.8,CNN,1.8,100,Small,1.0,0.8,Categorical,1.0,Unstructured,1.5,RTX_3090,1.2,8.100000000000001,9.72,6.804,0
Wind,0.3,Speech Recognition,Unsupervised,1.5,CNN,1.8,40,Small,1.0,0.8,Image,1.5,Unstructured,1.5,Tesla_T4,1.1,11.045454545454549,12.150000000000002,3.645000000000001,0
Hydro,0.7,Autonomous Driving,Reinforcement,2.0,Decision Tree,1.2,20,Medium,10.0,1.0,Categorical,1.0,Unstructured,1.5,Tesla_T4,1.1,2.6181818181818177,2.88,2.016,0
Nuclear,1.0,Fraud Detection,Reinforcement,2.0,Transformer,2.2,60,Medium,10.0,1.0,Categorical,1.0,Structured,1.0,TPU_v4,0.6,8.8,5.28,5.28,0
Wind,0.3,Autonomous Driving,Reinforcement,2.0,Random Forest,1.5,20,Medium,10.0,1.0,Audio,1.8,Unstructured,1.5,RTX_3090,1.2,8.1,9.72,2.9159999999999995,0
Solar,0.5,Image Classification,Supervised,1.2,Decision Tree,1.2,20,Medium,10.0,1.0,Audio,1.8,Structured,1.0,TPU_v4,0.6,3.456,2.0736,1.0368,0
Nuclear,1.0,Autonomous Driving,Supervised,1.2,Decision Tree,1.2,80,Medium,10.0,1.0,Numeric,0.8,Structured,1.0,A100,0.8,1.152,0.9216,0.9216,0
Hydro,0.7,Autonomous Driving,Unsupervised,1.5,Naive Bayes,1.1,10,Small,1.0,0.8,Image,1.5,Structured,1.0,TPU_v4,0.6,8.25,4.95,3.465,0
Nuclear,1.0,Fraud Detection,Self-Supervised,1.8,Naive Bayes,1.1,60,Small,1.0,0.8,Audio,1.8,Structured,1.0,RTX_3090,1.2,5.940000000000001,7.128000000000001,7.128000000000001,0
Solar,0.5,Autonomous Driving,Reinforcement,2.0,Naive Bayes,1.1,40,Small,1.0,0.8,Image,1.5,Structured,1.0,V100,1.0,6.6000000000000005,6.6000000000000005,3.3000000000000003,0
Solar,0.5,Speech Recognition,Supervised,1.2,Naive Bayes,1.1,100,Large,100.0,1.2,Audio,1.8,Unstructured,1.5,Tesla_T4,1.1,5.183999999999999,5.7024,2.8512,0
Nuclear,1.0,Video Processing,Unsupervised,1.5,Decision Tree,1.2,90,Medium,10.0,1.0,Numeric,0.8,Unstructured,1.5,V100,1.0,1.7279999999999998,1.7279999999999998,1.7279999999999998,0
Nuclear,1.0,Video Processing,Supervised,1.2,Random Forest,1.5,60,Large,100.0,1.2,Categorical,1.0,Unstructured,1.5,Tesla_T4,1.1,3.9272727272727272,4.32,4.32,0
Hydro,0.7,Image Classification,Reinforcement,2.0,CNN,1.8,80,Medium,10.0,1.0,Categorical,1.0,Unstructured,1.5,RTX_3090,1.2,3.6000000000000005,4.32,3.024,0
Solar,0.5,Fraud Detection,Unsupervised,1.5,Decision Tree,1.2,50,Medium,10.0,1.0,Image,1.5,Structured,1.0,TPU_v3,0.7,3.0857142857142863,2.16,1.08,0
Nuclear,1.0,Autonomous Driving,Reinforcement,2.0,Naive Bayes,1.1,100,Small,1.0,0.8,Image,1.5,Unstructured,1.5,A100,0.8,12.375,9.9,9.9,1
Natural Gas,2.0,Fraud Detection,Supervised,1.2,SVM,1.3,30,Small,1.0,0.8,Video,2.0,Structured,1.0,V100,1.0,6.24,6.24,12.48,1
Hydro,0.7,Speech Recognition,Self-Supervised,1.8,RNN,1.6,100,Large,100.0,1.2,Video,2.0,Structured,1.0,TPU_v4,0.6,15.360000000000005,9.216,6.4512,0
Coal,2.5,Fraud Detection,Supervised,1.2,SVM,1.3,10,Medium,10.0,1.0,Categorical,1.0,Structured,1.0,Tesla_T4,1.1,1.7018181818181817,1.872,4.68,0
Coal,2.5,Chatbot,Reinforcement,2.0,Naive Bayes,1.1,80,Small,1.0,0.8,Image,1.5,Unstructured,1.5,V100,1.0,9.9,9.9,24.75,1
Hydro,0.7,Chatbot,Supervised,1.2,Transformer,2.2,30,Medium,10.0,1.0,Image,1.5,Structured,1.0,A100,0.8,3.96,3.168,2.2176,0
Hydro,0.7,Chatbot,Self-Supervised,1.8,CNN,1.8,10,Large,100.0,1.2,Image,1.5,Structured,1.0,TPU_v4,0.6,12.960000000000004,7.776000000000002,5.443200000000001,0
Solar,0.5,Chatbot,Unsupervised,1.5,Naive Bayes,1.1,50,Medium,10.0,1.0,Image,1.5,Unstructured,1.5,TPU_v3,0.7,6.364285714285715,4.455,2.2275,0
Solar,0.5,Fraud Detection,Reinforcement,2.0,RNN,1.6,60,Small,1.0,0.8,Categorical,1.0,Structured,1.0,V100,1.0,6.4,6.4,3.2,0
Hydro,0.7,Autonomous Driving,Reinforcement,2.0,Naive Bayes,1.1,70,Medium,10.0,1.0,Audio,1.8,Unstructured,1.5,RTX_3090,1.2,3.960000000000001,4.752000000000001,3.3264000000000005,0
Solar,0.5,Fraud Detection,Reinforcement,2.0,Naive Bayes,1.1,30,Small,1.0,0.8,Numeric,0.8,Unstructured,1.5,V100,1.0,5.280000000000001,5.280000000000001,2.640000000000001,0
Coal,2.5,Video Processing,Unsupervised,1.5,Naive Bayes,1.1,50,Medium,10.0,1.0,Audio,1.8,Structured,1.0,V100,1.0,2.376000000000001,2.376000000000001,5.940000000000002,0
Wind,0.3,Autonomous Driving,Unsupervised,1.5,Decision Tree,1.2,70,Large,100.0,1.2,Video,2.0,Unstructured,1.5,A100,0.8,10.8,8.64,2.592,0
Wind,0.3,Image Classification,Unsupervised,1.5,Naive Bayes,1.1,20,Medium,10.0,1.0,Audio,1.8,Unstructured,1.5,TPU_v3,0.7,5.091428571428573,3.564000000000001,1.0692000000000002,0
Wind,0.3,Chatbot,Self-Supervised,1.8,Transformer,2.2,90,Small,1.0,0.8,Image,1.5,Structured,1.0,TPU_v4,0.6,19.8,11.88,3.564,0
Solar,0.5,Fraud Detection,Supervised,1.2,SVM,1.3,90,Medium,10.0,1.0,Image,1.5,Structured,1.0,Tesla_T4,1.1,2.5527272727272723,2.808,1.404,0
Nuclear,1.0,Speech Recognition,Self-Supervised,1.8,Random Forest,1.5,20,Medium,10.0,1.0,Audio,1.8,Structured,1.0,V100,1.0,3.888,3.888,3.888,0
Hydro,0.7,Video Processing,Self-Supervised,1.8,CNN,1.8,30,Medium,10.0,1.0,Numeric,0.8,Unstructured,1.5,A100,0.8,5.832,4.6656,3.26592,0
Solar,0.5,Fraud Detection,Reinforcement,2.0,Naive Bayes,1.1,90,Small,1.0,0.8,Numeric,0.8,Unstructured,1.5,V100,1.0,5.280000000000001,5.280000000000001,2.640000000000001,0
Nuclear,1.0,Video Processing,Unsupervised,1.5,RNN,1.6,40,Medium,10.0,1.0,Video,2.0,Structured,1.0,A100,0.8,7.2,5.760000000000001,5.760000000000001,0
Hydro,0.7,Image Classification,Unsupervised,1.5,RNN,1.6,100,Medium,10.0,1.0,Image,1.5,Structured,1.0,Tesla_T4,1.1,2.6181818181818186,2.880000000000001,2.0160000000000005,0
Natural Gas,2.0,Autonomous Driving,Reinforcement,2.0,Transformer,2.2,20,Medium,10.0,1.0,Audio,1.8,Structured,1.0,V100,1.0,6.336000000000001,6.336000000000001,12.672000000000002,1
Natural Gas,2.0,Speech Recognition,Unsupervised,1.5,Naive Bayes,1.1,40,Medium,10.0,1.0,Categorical,1.0,Structured,1.0,V100,1.0,1.98,1.98,3.96,0
Hydro,0.7,Speech Recognition,Supervised,1.2,Decision Tree,1.2,20,Small,1.0,0.8,Image,1.5,Structured,1.0,V100,1.0,4.32,4.32,3.024,0
Wind,0.3,Video Processing,Unsupervised,1.5,SVM,1.3,10,Medium,10.0,1.0,Categorical,1.0,Structured,1.0,TPU_v3,0.7,3.3428571428571434,2.3400000000000003,0.7020000000000001,0
Natural Gas,2.0,Fraud Detection,Self-Supervised,1.8,CNN,1.8,20,Small,1.0,0.8,Audio,1.8,Unstructured,1.5,TPU_v4,0.6,29.160000000000004,17.496000000000002,34.992000000000004,1
Wind,0.3,Autonomous Driving,Reinforcement,2.0,SVM,1.3,10,Large,100.0,1.2,Numeric,0.8,Structured,1.0,RTX_3090,1.2,2.773333333333334,3.3280000000000007,0.9984000000000002,0
Nuclear,1.0,Chatbot,Reinforcement,2.0,Decision Tree,1.2,100,Medium,10.0,1.0,Audio,1.8,Unstructured,1.5,TPU_v3,0.7,7.405714285714287,5.184,5.184,0
Wind,0.3,Speech Recognition,Unsupervised,1.5,RNN,1.6,30,Medium,10.0,1.0,Categorical,1.0,Unstructured,1.5,TPU_v3,0.7,6.171428571428573,4.32,1.296,0
Solar,0.5,Fraud Detection,Reinforcement,2.0,RNN,1.6,90,Large,100.0,1.2,Image,1.5,Unstructured,1.5,TPU_v4,0.6,19.200000000000006,11.520000000000003,5.760000000000002,0
Nuclear,1.0,Speech Recognition,Self-Supervised,1.8,CNN,1.8,20,Small,1.0,0.8,Video,2.0,Structured,1.0,TPU_v4,0.6,21.6,12.96,12.96,1
Solar,0.5,Fraud Detection,Supervised,1.2,RNN,1.6,90,Medium,10.0,1.0,Audio,1.8,Structured,1.0,TPU_v4,0.6,6.912,4.1472,2.0736,0
Solar,0.5,Fraud Detection,Reinforcement,2.0,RNN,1.6,10,Small,1.0,0.8,Categorical,1.0,Structured,1.0,V100,1.0,6.4,6.4,3.2,0
Hydro,0.7,Video Processing,Self-Supervised,1.8,Random Forest,1.5,70,Small,1.0,0.8,Video,2.0,Unstructured,1.5,A100,0.8,20.250000000000004,16.200000000000003,11.340000000000002,1
Nuclear,1.0,Speech Recognition,Supervised,1.2,Decision Tree,1.2,90,Large,100.0,1.2,Video,2.0,Unstructured,1.5,TPU_v4,0.6,11.52,6.912,6.912,0
Natural Gas,2.0,Autonomous Driving,Self-Supervised,1.8,RNN,1.6,30,Small,1.0,0.8,Video,2.0,Unstructured,1.5,A100,0.8,21.6,17.28,34.56,1
Hydro,0.7,Video Processing,Unsupervised,1.5,Naive Bayes,1.1,30,Large,100.0,1.2,Numeric,0.8,Structured,1.0,V100,1.0,2.1120000000000005,2.1120000000000005,1.4784000000000004,0
Hydro,0.7,Chatbot,Supervised,1.2,Transformer,2.2,70,Medium,10.0,1.0,Image,1.5,Structured,1.0,A100,0.8,3.96,3.168,2.2176,0
Coal,2.5,Chatbot,Unsupervised,1.5,Transformer,2.2,20,Large,100.0,1.2,Numeric,0.8,Unstructured,1.5,V100,1.0,6.336000000000002,6.336000000000002,15.840000000000003,1
Wind,0.3,Chatbot,Self-Supervised,1.8,Decision Tree,1.2,30,Medium,10.0,1.0,Numeric,0.8,Structured,1.0,TPU_v3,0.7,2.962285714285715,2.0736000000000003,0.6220800000000001,0
Hydro,0.7,Video Processing,Unsupervised,1.5,Transformer,2.2,20,Large,100.0,1.2,Audio,1.8,Unstructured,1.5,V100,1.0,14.256000000000004,14.256000000000004,9.979200000000002,1
Natural Gas,2.0,Autonomous Driving,Reinforcement,2.0,Random Forest,1.5,100,Small,1.0,0.8,Image,1.5,Unstructured,1.5,Tesla_T4,1.1,12.272727272727272,13.5,27.0,1
Nuclear,1.0,Autonomous Driving,Self-Supervised,1.8,CNN,1.8,10,Small,1.0,0.8,Categorical,1.0,Unstructured,1.5,TPU_v3,0.7,13.885714285714288,9.72,9.72,1
Solar,0.5,Speech Recognition,Reinforcement,2.0,Transformer,2.2,50,Medium,10.0,1.0,Video,2.0,Structured,1.0,V100,1.0,10.56,10.56,5.28,0
Solar,0.5,Video Processing,Supervised,1.2,RNN,1.6,60,Small,1.0,0.8,Video,2.0,Structured,1.0,Tesla_T4,1.1,6.981818181818181,7.679999999999999,3.84,0
Coal,2.5,Autonomous Driving,Unsupervised,1.5,Naive Bayes,1.1,10,Small,1.0,0.8,Numeric,0.8,Unstructured,1.5,RTX_3090,1.2,3.3000000000000007,3.960000000000001,9.900000000000002,1
Wind,0.3,Chatbot,Supervised,1.2,Decision Tree,1.2,60,Small,1.0,0.8,Categorical,1.0,Structured,1.0,RTX_3090,1.2,2.4,2.88,0.864,0
Hydro,0.7,Autonomous Driving,Unsupervised,1.5,Random Forest,1.5,100,Medium,10.0,1.0,Audio,1.8,Unstructured,1.5,V100,1.0,7.289999999999999,7.289999999999999,5.102999999999999,0
Hydro,0.7,Image Classification,Self-Supervised,1.8,Decision Tree,1.2,100,Medium,10.0,1.0,Categorical,1.0,Unstructured,1.5,RTX_3090,1.2,2.1600000000000006,2.5920000000000005,1.8144,0
Coal,2.5,Speech Recognition,Supervised,1.2,SVM,1.3,30,Medium,10.0,1.0,Numeric,0.8,Unstructured,1.5,RTX_3090,1.2,1.872,2.2464,5.616,0
Coal,2.5,Speech Recognition,Supervised,1.2,CNN,1.8,90,Medium,10.0,1.0,Numeric,0.8,Structured,1.0,TPU_v3,0.7,2.962285714285715,2.0736000000000003,5.184000000000001,0
Natural Gas,2.0,Autonomous Driving,Unsupervised,1.5,Random Forest,1.5,40,Large,100.0,1.2,Categorical,1.0,Structured,1.0,TPU_v3,0.7,5.142857142857143,3.6,7.2,0
Coal,2.5,Autonomous Driving,Self-Supervised,1.8,Transformer,2.2,70,Medium,10.0,1.0,Numeric,0.8,Structured,1.0,TPU_v4,0.6,4.224000000000001,2.5344000000000007,6.336000000000002,0
Coal,2.5,Speech Recognition,Self-Supervised,1.8,Naive Bayes,1.1,60,Medium,10.0,1.0,Categorical,1.0,Structured,1.0,TPU_v3,0.7,3.394285714285715,2.3760000000000003,5.940000000000001,0
Hydro,0.7,Image Classification,Self-Supervised,1.8,Naive Bayes,1.1,70,Large,100.0,1.2,Audio,1.8,Unstructured,1.5,RTX_3090,1.2,7.128000000000001,8.553600000000001,5.987520000000001,0
Wind,0.3,Autonomous Driving,Self-Supervised,1.8,Naive Bayes,1.1,50,Small,1.0,0.8,Image,1.5,Structured,1.0,TPU_v3,0.7,8.485714285714288,5.940000000000001,1.7820000000000005,0
Nuclear,1.0,Chatbot,Unsupervised,1.5,Random Forest,1.5,70,Medium,10.0,1.0,Categorical,1.0,Unstructured,1.5,Tesla_T4,1.1,2.4545454545454546,2.7,2.7,0
Coal,2.5,Image Classification,Self-Supervised,1.8,SVM,1.3,70,Large,100.0,1.2,Audio,1.8,Unstructured,1.5,V100,1.0,10.108800000000002,10.108800000000002,25.27200000000001,1
Coal,2.5,Video Processing,Self-Supervised,1.8,Transformer,2.2,40,Small,1.0,0.8,Image,1.5,Unstructured,1.5,RTX_3090,1.2,14.85,17.82,44.55,1
Nuclear,1.0,Fraud Detection,Self-Supervised,1.8,RNN,1.6,20,Large,100.0,1.2,Categorical,1.0,Structured,1.0,RTX_3090,1.2,3.8400000000000007,4.6080000000000005,4.6080000000000005,0
Solar,0.5,Video Processing,Reinforcement,2.0,CNN,1.8,70,Medium,10.0,1.0,Categorical,1.0,Unstructured,1.5,TPU_v4,0.6,10.8,6.48,3.24,0
Hydro,0.7,Fraud Detection,Self-Supervised,1.8,Decision Tree,1.2,80,Small,1.0,0.8,Video,2.0,Unstructured,1.5,TPU_v3,0.7,18.51428571428572,12.96,9.072,1
Nuclear,1.0,Chatbot,Reinforcement,2.0,Decision Tree,1.2,70,Medium,10.0,1.0,Audio,1.8,Unstructured,1.5,TPU_v3,0.7,7.405714285714287,5.184,5.184,0
Wind,0.3,Autonomous Driving,Supervised,1.2,Transformer,2.2,10,Medium,10.0,1.0,Audio,1.8,Unstructured,1.5,TPU_v3,0.7,12.219428571428574,8.553600000000001,2.5660800000000004,0
Wind,0.3,Image Classification,Self-Supervised,1.8,Random Forest,1.5,20,Large,100.0,1.2,Audio,1.8,Unstructured,1.5,V100,1.0,11.664,11.664,3.4992000000000005,0
Natural Gas,2.0,Speech Recognition,Supervised,1.2,RNN,1.6,100,Medium,10.0,1.0,Categorical,1.0,Structured,1.0,A100,0.8,1.92,1.536,3.072,0
Wind,0.3,Autonomous Driving,Supervised,1.2,Transformer,2.2,20,Large,100.0,1.2,Categorical,1.0,Structured,1.0,V100,1.0,4.224,4.224,1.2672,0
Wind,0.3,Chatbot,Unsupervised,1.5,Transformer,2.2,60,Large,100.0,1.2,Categorical,1.0,Unstructured,1.5,V100,1.0,7.920000000000002,7.920000000000002,2.3760000000000003,0
Nuclear,1.0,Image Classification,Reinforcement,2.0,SVM,1.3,40,Large,100.0,1.2,Categorical,1.0,Unstructured,1.5,RTX_3090,1.2,5.2,6.24,6.24,0
Natural Gas,2.0,Video Processing,Self-Supervised,1.8,RNN,1.6,70,Medium,10.0,1.0,Numeric,0.8,Unstructured,1.5,A100,0.8,3.4560000000000004,2.7648000000000006,5.529600000000001,0
Wind,0.3,Autonomous Driving,Reinforcement,2.0,Random Forest,1.5,80,Medium,10.0,1.0,Categorical,1.0,Structured,1.0,TPU_v4,0.6,6.0,3.6,1.0799999999999998,0
Nuclear,1.0,Speech Recognition,Self-Supervised,1.8,Decision Tree,1.2,80,Small,1.0,0.8,Image,1.5,Unstructured,1.5,A100,0.8,12.15,9.72,9.72,1
